date,time,cash_type,card,price,coffee_name
2024-12-20,07:24,card,ANON-1151,2.01,Espresso
2024-12-20,07:30,card,ANON-2051,2.99,Hot Chocolate
2024-12-20,07:36,card,ANON-4048,2.41,Americano
2024-12-20,07:39,card,ANON-2234,3.48,Cappuccino
2024-12-20,08:46,card,ANON-6070,2.47,Americano
2024-12-20,08:50,cash,,2.92,Hot Chocolate
2024-12-20,09:13,card,ANON-9075,2.99,Hot Chocolate
2024-12-20,09:16,cash,,2.94,Hot Chocolate
2024-12-20,09:17,card,ANON-6893,3.78,Latte
2024-12-20,09:49,cash,,3.89,Flat White
2024-12-20,11:07,card,ANON-1947,2.43,Americano
2024-12-20,11:37,card,ANON-1481,3.84,Latte
2024-12-20,11:39,card,ANON-7225,2.55,Americano
2024-12-20,11:53,cash,,3.82,Latte
2024-12-20,12:06,cash,,2.51,Americano
2024-12-20,12:10,card,ANON-3236,3.69,Latte
2024-12-20,12:32,card,ANON-2795,3.81,Latte
2024-12-20,13:05,card,ANON-3246,3.91,Flat White
2024-12-20,13:56,card,ANON-4887,2.05,Espresso
2024-12-20,14:43,card,ANON-8878,3.47,Cappuccino
2024-12-21,06:01,card,ANON-8347,2.49,Americano
2024-12-21,06:03,card,ANON-8880,3.76,Latte
2024-12-21,06:28,card,ANON-5974,3.24,Cortado
2024-12-21,09:35,card,ANON-6211,3.78,Latte
2024-12-21,09:40,card,ANON-8325,3.46,Cappuccino
2024-12-21,10:21,card,ANON-3303,1.93,Espresso
2024-12-21,11:20,card,ANON-2473,2.53,Americano
2024-12-21,11:35,cash,,3.74,Latte
2024-12-21,11:49,cash,,3.82,Latte
2024-12-21,12:16,cash,,2.05,Espresso
2024-12-21,12:47,card,ANON-7196,2.5,Americano
2024-12-21,12:58,cash,,3.55,Cappuccino
2024-12-21,13:04,cash,,3.15,Cortado
2024-12-21,14:14,card,ANON-3972,3.42,Cappuccino
2024-12-22,06:24,card,ANON-3729,3.03,Hot Chocolate
2024-12-22,06:49,card,ANON-6757,3.19,Cortado
2024-12-22,06:57,card,ANON-2498,2.99,Hot Chocolate
2024-12-22,07:06,card,ANON-2755,1.97,Espresso
2024-12-22,08:05,card,ANON-1098,3.93,Flat White
2024-12-22,08:16,card,ANON-2214,3.5,Cappuccino
2024-12-22,08:38,cash,,2.45,Americano
2024-12-22,08:44,card,ANON-7598,3.25,Cortado
2024-12-22,09:16,cash,,3.77,Latte
2024-12-22,09:40,card,ANON-6791,4.02,Flat White
2024-12-22,09:54,card,ANON-8968,3.84,Flat White
2024-12-22,09:56,cash,,3.51,Cappuccino
2024-12-22,10:27,card,ANON-4563,3.48,Cappuccino
2024-12-22,11:02,card,ANON-8263,3.8,Latte
2024-12-22,12:06,card,ANON-3541,3.49,Cappuccino
2024-12-22,13:17,card,ANON-9061,3.52,Cappuccino
2024-12-22,13:28,cash,,3.08,Hot Chocolate
2024-12-22,14:02,card,ANON-1879,3.79,Latte
2024-12-22,15:14,card,ANON-4178,3.29,Cortado
2024-12-22,15:51,card,ANON-2191,2.53,Americano
2024-12-23,06:23,card,ANON-8338,3.53,Cappuccino
2024-12-23,06:29,card,ANON-9985,2.03,Espresso
2024-12-23,06:45,card,ANON-6558,3.19,Cortado
2024-12-23,06:58,card,ANON-6398,3.06,Hot Chocolate
2024-12-23,07:10,card,ANON-4861,2.94,Hot Chocolate
2024-12-23,08:45,card,ANON-7169,3.97,Flat White
2024-12-23,09:12,card,ANON-3103,2.98,Hot Chocolate
2024-12-23,09:22,card,ANON-7924,3.88,Flat White
2024-12-23,09:29,card,ANON-9494,2.44,Americano
2024-12-23,09:48,card,ANON-5483,3.2,Cortado
2024-12-23,10:31,cash,,3.82,Latte
2024-12-23,11:34,card,ANON-7545,3.86,Latte
2024-12-23,12:17,cash,,2.47,Americano
2024-12-23,12:20,card,ANON-3552,3.8,Latte
2024-12-23,12:36,card,ANON-7423,3.53,Cappuccino
2024-12-23,15:01,card,ANON-5647,2.98,Hot Chocolate
2024-12-24,07:28,card,ANON-6006,3.82,Latte
2024-12-24,07:51,card,ANON-8792,3.86,Latte
2024-12-24,07:58,card,ANON-5904,3.44,Cappuccino
2024-12-24,08:43,card,ANON-5585,3.79,Latte
2024-12-24,08:57,card,ANON-3812,2.91,Hot Chocolate
2024-12-24,09:16,card,ANON-6796,3.84,Latte
2024-12-24,09:22,card,ANON-6647,1.96,Espresso
2024-12-24,10:00,cash,,3.91,Flat White
2024-12-24,10:34,card,ANON-4172,3.59,Cappuccino
2024-12-24,10:47,card,ANON-1111,3.8,Latte
2024-12-24,12:33,card,ANON-1101,3.54,Cappuccino
2024-12-24,13:17,cash,,3.47,Cappuccino
2024-12-24,15:12,card,ANON-4933,3.48,Cappuccino
2024-12-25,06:13,card,ANON-8640,3.47,Cappuccino
2024-12-25,06:33,card,ANON-5496,3.79,Latte
2024-12-25,06:45,card,ANON-7756,3.46,Cappuccino
2024-12-25,08:23,card,ANON-3979,3.48,Cappuccino
2024-12-25,08:51,card,ANON-8254,2.53,Americano
2024-12-25,09:24,card,ANON-3839,3.86,Latte
2024-12-25,09:30,card,ANON-9936,3.89,Flat White
2024-12-25,10:33,card,ANON-8892,3.86,Latte
2024-12-25,11:24,card,ANON-8833,3.52,Cappuccino
2024-12-25,11:36,card,ANON-3715,2.97,Hot Chocolate
2024-12-25,12:00,card,ANON-7371,3.77,Latte
2024-12-25,13:40,card,ANON-7425,3.45,Cappuccino
2024-12-25,13:47,card,ANON-7080,2.13,Espresso
2024-12-26,06:15,card,ANON-2624,3.87,Latte
2024-12-26,06:54,cash,,1.98,Espresso
2024-12-26,08:11,card,ANON-7436,4.0,Flat White
2024-12-26,08:12,card,ANON-3399,2.53,Americano
2024-12-26,08:13,card,ANON-1712,2.04,Espresso
2024-12-26,08:44,card,ANON-5607,3.04,Hot Chocolate
2024-12-26,09:17,card,ANON-9735,2.52,Americano
2024-12-26,10:10,card,ANON-1005,1.98,Espresso
2024-12-26,10:22,card,ANON-2371,2.0,Espresso
2024-12-26,10:46,card,ANON-9321,3.56,Cappuccino
2024-12-26,10:52,card,ANON-3480,3.91,Flat White
2024-12-26,11:08,card,ANON-5168,1.92,Espresso
2024-12-26,11:33,card,ANON-3437,3.87,Flat White
2024-12-26,13:15,card,ANON-2544,3.41,Cappuccino
2024-12-26,13:39,card,ANON-8980,3.99,Flat White
2024-12-26,14:24,card,ANON-9421,3.5,Cappuccino
2024-12-27,06:36,card,ANON-5201,1.93,Espresso
2024-12-27,06:40,card,ANON-8912,3.55,Cappuccino
2024-12-27,06:49,card,ANON-1262,3.73,Latte
2024-12-27,07:55,cash,,2.47,Americano
2024-12-27,09:02,card,ANON-8137,3.87,Latte
2024-12-27,09:47,card,ANON-4168,3.48,Cappuccino
2024-12-27,10:38,cash,,2.08,Espresso
2024-12-27,10:43,card,ANON-9287,1.97,Espresso
2024-12-27,11:41,card,ANON-9137,3.8,Latte
2024-12-27,12:01,card,ANON-5428,3.52,Cappuccino
2024-12-27,12:06,cash,,3.46,Cappuccino
2024-12-27,12:50,card,ANON-7723,3.17,Cortado
2024-12-27,14:41,card,ANON-5464,3.89,Flat White
2024-12-28,06:13,card,ANON-2041,2.49,Americano
2024-12-28,06:17,card,ANON-1264,3.86,Flat White
2024-12-28,07:43,card,ANON-8316,3.88,Latte
2024-12-28,08:33,card,ANON-8332,2.05,Espresso
2024-12-28,09:26,card,ANON-9930,3.86,Latte
2024-12-28,10:36,card,ANON-6685,3.75,Latte
2024-12-28,10:40,card,ANON-7104,3.24,Cortado
2024-12-28,11:37,card,ANON-3685,1.99,Espresso
2024-12-28,12:11,card,ANON-7807,3.85,Latte
2024-12-28,12:28,card,ANON-8221,2.46,Americano
2024-12-28,13:03,card,ANON-3132,3.92,Flat White
2024-12-29,06:24,cash,,3.87,Flat White
2024-12-29,06:35,cash,,3.78,Latte
2024-12-29,07:01,cash,,1.89,Espresso
2024-12-29,08:22,card,ANON-7129,3.78,Latte
2024-12-29,09:50,card,ANON-5814,3.18,Cortado
2024-12-29,10:03,cash,,3.84,Latte
2024-12-29,10:36,card,ANON-5663,2.96,Hot Chocolate
2024-12-29,10:37,card,ANON-5466,3.24,Cortado
2024-12-29,10:50,card,ANON-7555,2.92,Hot Chocolate
2024-12-29,11:27,card,ANON-2446,3.77,Latte
2024-12-29,13:14,card,ANON-1404,3.78,Latte
2024-12-30,06:35,card,ANON-3634,1.96,Espresso
2024-12-30,06:59,card,ANON-5729,3.46,Cappuccino
2024-12-30,07:17,card,ANON-1260,3.81,Latte
2024-12-30,07:57,card,ANON-4907,3.93,Latte
2024-12-30,08:15,cash,,3.73,Latte
2024-12-30,09:00,card,ANON-3572,3.11,Cortado
2024-12-30,09:38,cash,,3.73,Latte
2024-12-30,10:10,cash,,2.0,Espresso
2024-12-30,10:42,card,ANON-2987,3.15,Cortado
2024-12-30,11:00,card,ANON-9062,2.04,Espresso
2024-12-30,11:07,card,ANON-6673,3.81,Latte
2024-12-30,11:18,card,ANON-9241,3.81,Latte
2024-12-30,11:36,card,ANON-8026,2.05,Espresso
2024-12-30,11:58,card,ANON-5406,3.14,Cortado
2024-12-30,12:58,card,ANON-6617,3.79,Latte
2024-12-31,06:22,card,ANON-3489,2.96,Hot Chocolate
2024-12-31,06:29,card,ANON-8201,3.63,Cappuccino
2024-12-31,07:20,card,ANON-5338,3.2,Cortado
2024-12-31,08:07,card,ANON-9936,2.49,Americano
2024-12-31,08:29,cash,,3.86,Latte
2024-12-31,08:30,card,ANON-6494,3.73,Latte
2024-12-31,09:07,card,ANON-3108,3.18,Cortado
2024-12-31,09:21,card,ANON-5107,3.89,Latte
2024-12-31,09:35,cash,,3.5,Cappuccino
2024-12-31,09:37,card,ANON-6919,3.55,Cappuccino
2024-12-31,09:43,cash,,3.35,Cappuccino
2024-12-31,10:09,card,ANON-6118,2.99,Hot Chocolate
2024-12-31,10:14,card,ANON-5571,3.5,Cappuccino
2024-12-31,10:59,cash,,3.83,Latte
2024-12-31,11:46,cash,,3.43,Cappuccino
2024-12-31,12:52,card,ANON-1658,2.48,Americano
2024-12-31,13:48,card,ANON-3819,3.23,Cortado
2024-12-31,13:54,card,ANON-7960,1.99,Espresso
2024-12-31,13:56,card,ANON-1400,3.84,Latte
2024-12-31,15:23,card,ANON-2887,3.96,Flat White
2024-12-31,16:57,card,ANON-5881,3.84,Latte
2025-01-01,06:07,card,ANON-4675,3.88,Flat White
2025-01-01,06:16,cash,,3.93,Flat White
2025-01-01,06:35,card,ANON-5129,2.99,Hot Chocolate
2025-01-01,07:42,card,ANON-3454,1.99,Espresso
2025-01-01,07:54,cash,,3.5,Cappuccino
2025-01-01,08:15,card,ANON-6695,3.87,Flat White
2025-01-01,08:29,card,ANON-3570,3.92,Flat White
2025-01-01,08:31,card,ANON-3428,2.53,Americano
2025-01-01,08:53,card,ANON-4658,1.97,Espresso
2025-01-01,09:10,card,ANON-9278,3.59,Cappuccino
2025-01-01,09:35,cash,,3.88,Flat White
2025-01-01,10:41,card,ANON-1868,3.51,Cappuccino
2025-01-01,10:49,cash,,3.91,Flat White
2025-01-01,10:58,card,ANON-6572,3.97,Flat White
2025-01-01,11:07,card,ANON-7788,3.03,Hot Chocolate
2025-01-01,11:09,card,ANON-6550,3.96,Flat White
2025-01-01,11:18,card,ANON-8752,3.94,Flat White
2025-01-01,11:32,card,ANON-6756,1.99,Espresso
2025-01-01,11:34,card,ANON-4088,3.14,Cortado
2025-01-01,12:22,card,ANON-8462,2.49,Americano
2025-01-01,13:03,card,ANON-6256,3.47,Cappuccino
2025-01-01,13:05,cash,,2.98,Hot Chocolate
2025-01-01,13:26,card,ANON-8599,3.85,Flat White
2025-01-01,13:27,card,ANON-1658,3.55,Cappuccino
2025-01-01,13:31,cash,,3.99,Flat White
2025-01-01,15:10,card,ANON-4050,3.81,Latte
2025-01-01,16:28,card,ANON-8853,2.52,Americano
2025-01-02,06:20,cash,,3.0,Hot Chocolate
2025-01-02,06:28,card,ANON-4610,3.73,Latte
2025-01-02,06:35,card,ANON-1652,3.77,Latte
2025-01-02,07:10,card,ANON-5543,2.05,Espresso
2025-01-02,07:20,card,ANON-1754,2.99,Hot Chocolate
2025-01-02,08:21,card,ANON-3505,3.09,Cortado
2025-01-02,08:49,card,ANON-8885,3.77,Latte
2025-01-02,09:08,card,ANON-3767,2.0,Espresso
2025-01-02,09:33,card,ANON-8449,3.76,Latte
2025-01-02,11:00,card,ANON-1335,3.91,Flat White
2025-01-02,12:03,card,ANON-8688,3.76,Latte
2025-01-02,13:31,card,ANON-2414,2.47,Americano
2025-01-02,14:17,card,ANON-9727,2.55,Americano
2025-01-03,06:40,card,ANON-7096,3.5,Cappuccino
2025-01-03,06:49,card,ANON-6308,3.73,Latte
2025-01-03,06:52,card,ANON-1579,2.47,Americano
2025-01-03,08:41,card,ANON-9677,3.01,Hot Chocolate
2025-01-03,09:26,card,ANON-7959,3.51,Cappuccino
2025-01-03,10:08,card,ANON-6502,3.77,Latte
2025-01-03,10:29,card,ANON-1545,3.42,Cappuccino
2025-01-03,10:50,card,ANON-7983,3.18,Cortado
2025-01-03,11:34,cash,,3.47,Cappuccino
2025-01-03,11:43,cash,,1.99,Espresso
2025-01-03,12:49,card,ANON-3223,3.85,Flat White
2025-01-03,14:35,cash,,3.93,Flat White
2025-01-03,14:53,card,ANON-7967,3.89,Flat White
2025-01-04,06:10,cash,,2.44,Americano
2025-01-04,06:12,cash,,2.03,Espresso
2025-01-04,06:25,card,ANON-8106,2.03,Espresso
2025-01-04,06:36,card,ANON-1076,3.2,Cortado
2025-01-04,06:42,cash,,3.92,Flat White
2025-01-04,07:12,card,ANON-3249,2.97,Hot Chocolate
2025-01-04,07:41,card,ANON-2109,3.86,Flat White
2025-01-04,08:02,card,ANON-9584,3.77,Latte
2025-01-04,08:58,card,ANON-9026,3.92,Latte
2025-01-04,09:50,card,ANON-2836,3.95,Flat White
2025-01-04,10:04,card,ANON-3404,3.19,Cortado
2025-01-04,10:48,card,ANON-8528,3.28,Cortado
2025-01-04,11:39,cash,,3.79,Latte
2025-01-04,12:05,card,ANON-7824,2.41,Americano
2025-01-04,12:21,card,ANON-3099,1.97,Espresso
2025-01-05,06:02,card,ANON-4903,2.53,Americano
2025-01-05,08:50,card,ANON-9107,3.2,Cortado
2025-01-05,09:52,cash,,3.73,Latte
2025-01-05,09:58,card,ANON-7293,3.91,Flat White
2025-01-05,10:07,card,ANON-7458,2.59,Americano
2025-01-05,10:47,cash,,2.01,Espresso
2025-01-05,11:23,card,ANON-1273,3.0,Hot Chocolate
2025-01-05,11:28,card,ANON-6486,3.91,Flat White
2025-01-05,13:35,card,ANON-6281,1.98,Espresso
2025-01-06,06:07,card,ANON-3706,3.51,Cappuccino
2025-01-06,06:17,cash,,3.49,Cappuccino
2025-01-06,06:18,cash,,3.78,Latte
2025-01-06,06:32,cash,,3.55,Cappuccino
2025-01-06,06:37,card,ANON-9643,2.52,Americano
2025-01-06,06:56,card,ANON-4002,3.2,Cortado
2025-01-06,07:39,card,ANON-3293,3.25,Cortado
2025-01-06,07:41,card,ANON-7031,3.56,Cappuccino
2025-01-06,07:54,card,ANON-3152,3.86,Latte
2025-01-06,08:02,card,ANON-6488,3.26,Cortado
2025-01-06,08:15,card,ANON-5321,1.96,Espresso
2025-01-06,08:27,card,ANON-8715,2.99,Hot Chocolate
2025-01-06,08:44,card,ANON-5743,3.78,Latte
2025-01-06,09:50,card,ANON-1354,2.45,Americano
2025-01-06,09:53,cash,,2.42,Americano
2025-01-06,10:51,card,ANON-7036,2.9,Hot Chocolate
2025-01-06,11:21,card,ANON-6051,3.89,Flat White
2025-01-06,11:55,cash,,3.25,Cortado
2025-01-06,12:01,cash,,3.82,Latte
2025-01-06,12:15,card,ANON-1191,2.51,Americano
2025-01-06,12:24,card,ANON-8571,3.81,Latte
2025-01-06,12:35,card,ANON-8394,2.99,Hot Chocolate
2025-01-06,12:42,card,ANON-2452,3.26,Cortado
2025-01-06,13:51,card,ANON-2359,3.91,Flat White
2025-01-06,14:10,card,ANON-1797,3.2,Cortado
2025-01-06,14:28,card,ANON-5173,2.46,Americano
2025-01-06,14:29,card,ANON-2332,2.51,Americano
2025-01-06,17:43,card,ANON-1622,3.94,Latte
2025-01-07,06:24,card,ANON-6029,3.79,Latte
2025-01-07,07:58,card,ANON-9862,3.88,Flat White
2025-01-07,08:06,card,ANON-2083,1.93,Espresso
2025-01-07,08:06,cash,,2.59,Americano
2025-01-07,08:16,card,ANON-9692,3.21,Cortado
2025-01-07,08:40,card,ANON-9622,2.62,Americano
2025-01-07,08:52,card,ANON-3543,1.97,Espresso
2025-01-07,09:01,cash,,3.45,Cappuccino
2025-01-07,09:25,card,ANON-6933,3.42,Cappuccino
2025-01-07,09:31,card,ANON-6053,2.97,Hot Chocolate
2025-01-07,09:41,card,ANON-5420,3.88,Flat White
2025-01-07,09:51,cash,,3.82,Latte
2025-01-07,09:54,card,ANON-1622,3.78,Latte
2025-01-07,09:57,card,ANON-7339,2.06,Espresso
2025-01-07,10:04,card,ANON-3391,3.84,Latte
2025-01-07,10:06,card,ANON-3274,3.47,Cappuccino
2025-01-07,10:21,card,ANON-6356,3.25,Cortado
2025-01-07,11:31,card,ANON-4295,3.0,Hot Chocolate
2025-01-07,11:40,card,ANON-9614,3.73,Latte
2025-01-07,11:48,card,ANON-7318,3.83,Latte
2025-01-07,12:22,cash,,3.83,Latte
2025-01-07,12:34,card,ANON-3416,2.57,Americano
2025-01-07,12:42,card,ANON-4437,2.43,Americano
2025-01-07,12:56,card,ANON-4644,2.98,Hot Chocolate
2025-01-07,12:58,card,ANON-6302,2.59,Americano
2025-01-07,13:24,card,ANON-6038,3.22,Cortado
2025-01-08,07:18,card,ANON-1105,2.57,Americano
2025-01-08,07:40,card,ANON-9920,3.51,Cappuccino
2025-01-08,07:47,card,ANON-1012,2.97,Hot Chocolate
2025-01-08,09:21,card,ANON-1982,3.47,Cappuccino
2025-01-08,09:26,card,ANON-9216,2.5,Americano
2025-01-08,09:38,card,ANON-9851,3.85,Flat White
2025-01-08,09:53,card,ANON-6253,3.8,Latte
2025-01-08,11:42,card,ANON-5913,2.52,Americano
2025-01-08,11:47,card,ANON-8130,2.56,Americano
2025-01-08,12:41,card,ANON-3552,3.7,Latte
2025-01-08,13:23,card,ANON-5636,3.72,Latte
2025-01-08,15:56,card,ANON-1419,3.52,Cappuccino
2025-01-09,06:07,cash,,3.77,Latte
2025-01-09,06:09,card,ANON-8525,3.8,Latte
2025-01-09,06:21,card,ANON-5545,3.71,Latte
2025-01-09,06:44,card,ANON-9861,1.97,Espresso
2025-01-09,07:40,card,ANON-8715,3.57,Cappuccino
2025-01-09,09:54,card,ANON-9674,3.02,Hot Chocolate
2025-01-09,10:02,cash,,2.02,Espresso
2025-01-09,10:14,card,ANON-8521,2.45,Americano
2025-01-09,10:36,card,ANON-5379,3.94,Flat White
2025-01-09,10:37,card,ANON-6633,3.85,Latte
2025-01-09,10:40,card,ANON-4945,4.0,Flat White
2025-01-09,11:44,cash,,2.89,Hot Chocolate
2025-01-09,11:57,card,ANON-6203,2.49,Americano
2025-01-09,13:14,card,ANON-7676,3.85,Flat White
2025-01-09,14:14,card,ANON-7137,3.86,Latte
2025-01-09,14:48,card,ANON-6585,2.0,Espresso
2025-01-09,17:01,card,ANON-2565,3.78,Latte
2025-01-10,06:55,card,ANON-9731,3.92,Flat White
2025-01-10,08:13,card,ANON-3031,2.5,Americano
2025-01-10,08:28,card,ANON-8468,3.23,Cortado
2025-01-10,08:58,card,ANON-3067,3.89,Flat White
2025-01-10,09:16,cash,,3.91,Flat White
2025-01-10,09:27,card,ANON-8511,2.48,Americano
2025-01-10,09:41,card,ANON-5282,1.91,Espresso
2025-01-10,10:54,card,ANON-2688,3.03,Hot Chocolate
2025-01-10,12:56,cash,,2.06,Espresso
2025-01-10,13:37,card,ANON-7723,1.94,Espresso
2025-01-10,14:08,cash,,2.02,Espresso
2025-01-10,15:36,card,ANON-5586,4.02,Flat White
2025-01-10,15:38,card,ANON-8046,3.75,Latte
2025-01-11,06:02,card,ANON-9839,3.59,Cappuccino
2025-01-11,06:35,card,ANON-2286,3.0,Hot Chocolate
2025-01-11,06:58,card,ANON-5681,2.48,Americano
2025-01-11,07:44,card,ANON-4104,3.46,Cappuccino
2025-01-11,09:30,card,ANON-5582,3.03,Hot Chocolate
2025-01-11,09:50,card,ANON-1637,3.75,Latte
2025-01-11,09:54,card,ANON-7634,3.82,Latte
2025-01-11,10:11,cash,,3.21,Cortado
2025-01-11,11:08,card,ANON-4968,2.04,Espresso
2025-01-11,11:22,card,ANON-9807,3.3,Cortado
2025-01-11,11:25,card,ANON-7333,2.56,Americano
2025-01-11,12:53,card,ANON-3170,3.05,Hot Chocolate
2025-01-11,12:56,card,ANON-3255,3.73,Latte
2025-01-11,13:16,card,ANON-9264,3.87,Latte
2025-01-12,07:24,card,ANON-4078,2.4,Americano
2025-01-12,07:34,card,ANON-2166,3.06,Hot Chocolate
2025-01-12,08:18,card,ANON-3992,3.87,Flat White
2025-01-12,08:21,card,ANON-7268,2.47,Americano
2025-01-12,08:32,card,ANON-3267,2.97,Hot Chocolate
2025-01-12,08:41,card,ANON-5959,2.99,Hot Chocolate
2025-01-12,08:48,cash,,2.55,Americano
2025-01-12,09:13,card,ANON-1701,3.1,Hot Chocolate
2025-01-12,09:52,card,ANON-3451,2.02,Espresso
2025-01-12,10:09,card,ANON-3254,3.76,Latte
2025-01-12,10:47,cash,,3.93,Flat White
2025-01-12,10:49,card,ANON-9550,3.8,Latte
2025-01-12,10:52,card,ANON-3027,3.0,Hot Chocolate
2025-01-12,13:21,card,ANON-7894,3.89,Latte
2025-01-13,06:16,card,ANON-8883,2.38,Americano
2025-01-13,06:52,card,ANON-8923,3.81,Latte
2025-01-13,07:30,card,ANON-2143,2.54,Americano
2025-01-13,08:06,card,ANON-4093,3.79,Latte
2025-01-13,08:59,card,ANON-8830,3.92,Flat White
2025-01-13,09:09,card,ANON-4559,3.49,Cappuccino
2025-01-13,10:25,card,ANON-6151,3.18,Cortado
2025-01-13,10:53,cash,,3.2,Cortado
2025-01-13,11:40,card,ANON-4408,2.0,Espresso
2025-01-13,12:11,card,ANON-6061,3.73,Latte
2025-01-13,12:42,cash,,1.95,Espresso
2025-01-13,13:55,card,ANON-2554,3.01,Hot Chocolate
2025-01-13,14:31,card,ANON-5264,3.91,Latte
2025-01-13,15:43,card,ANON-7089,3.14,Cortado
2025-01-14,06:24,cash,,3.45,Cappuccino
2025-01-14,06:39,card,ANON-3216,3.21,Cortado
2025-01-14,06:55,card,ANON-2763,3.83,Latte
2025-01-14,10:18,card,ANON-4697,3.79,Latte
2025-01-14,11:44,card,ANON-6234,3.4,Cappuccino
2025-01-14,12:07,card,ANON-2765,3.05,Hot Chocolate
2025-01-14,13:11,card,ANON-5535,3.86,Latte
2025-01-14,14:31,card,ANON-5802,2.0,Espresso
2025-01-14,15:50,card,ANON-4749,3.54,Cappuccino
2025-01-15,07:17,card,ANON-2432,3.47,Cappuccino
2025-01-15,07:51,card,ANON-4005,3.91,Flat White
2025-01-15,08:58,card,ANON-7415,3.0,Hot Chocolate
2025-01-15,10:05,card,ANON-9043,2.46,Americano
2025-01-15,10:24,card,ANON-2710,3.88,Flat White
2025-01-15,11:03,card,ANON-9793,3.8,Latte
2025-01-15,11:41,card,ANON-8653,3.84,Latte
2025-01-15,12:23,card,ANON-2684,2.03,Espresso
2025-01-15,12:32,card,ANON-5701,3.87,Flat White
2025-01-15,15:34,card,ANON-1249,3.82,Latte
2025-01-15,16:30,card,ANON-5103,3.77,Latte
2025-01-15,16:54,card,ANON-3781,3.83,Latte
2025-01-16,07:48,card,ANON-1189,3.11,Cortado
2025-01-16,08:21,card,ANON-3195,2.0,Espresso
2025-01-16,09:04,card,ANON-9624,3.11,Hot Chocolate
2025-01-16,09:06,card,ANON-4469,3.9,Flat White
2025-01-16,09:38,card,ANON-2657,2.47,Americano
2025-01-16,10:08,card,ANON-8560,3.8,Latte
2025-01-16,10:21,card,ANON-9535,3.91,Flat White
2025-01-16,10:36,card,ANON-1721,3.44,Cappuccino
2025-01-16,10:37,card,ANON-9519,3.07,Hot Chocolate
2025-01-16,10:37,card,ANON-5422,3.88,Latte
2025-01-16,10:39,card,ANON-1957,3.88,Latte
2025-01-16,10:57,card,ANON-3072,3.76,Latte
2025-01-16,11:33,card,ANON-3293,3.5,Cappuccino
2025-01-16,11:52,card,ANON-2165,3.0,Hot Chocolate
2025-01-16,12:57,card,ANON-2321,2.99,Hot Chocolate
2025-01-16,13:22,card,ANON-3708,2.42,Americano
2025-01-16,14:33,card,ANON-4209,3.18,Cortado
2025-01-16,14:54,card,ANON-2375,3.53,Cappuccino
2025-01-16,15:14,cash,,3.22,Cortado
2025-01-17,06:04,card,ANON-2086,3.86,Flat White
2025-01-17,06:18,card,ANON-5895,2.55,Americano
2025-01-17,06:40,card,ANON-6561,2.99,Hot Chocolate
2025-01-17,06:51,card,ANON-7363,1.97,Espresso
2025-01-17,07:18,card,ANON-1483,2.44,Americano
2025-01-17,07:54,card,ANON-4668,3.76,Latte
2025-01-17,08:04,card,ANON-1831,3.46,Cappuccino
2025-01-17,08:13,cash,,3.85,Flat White
2025-01-17,09:17,cash,,1.95,Espresso
2025-01-17,09:28,card,ANON-4575,3.18,Cortado
2025-01-17,09:29,card,ANON-2091,2.47,Americano
2025-01-17,09:42,cash,,3.86,Flat White
2025-01-17,09:44,card,ANON-3466,3.82,Latte
2025-01-17,09:44,card,ANON-5724,3.51,Cappuccino
2025-01-17,10:29,card,ANON-6835,3.45,Cappuccino
2025-01-17,10:36,card,ANON-1140,3.41,Cappuccino
2025-01-17,11:31,cash,,3.08,Hot Chocolate
2025-01-17,11:48,card,ANON-7298,3.96,Flat White
2025-01-17,12:46,cash,,3.82,Latte
2025-01-17,12:49,cash,,3.75,Latte
2025-01-17,13:46,cash,,2.49,Americano
2025-01-17,18:19,card,ANON-9422,1.95,Espresso
2025-01-18,06:48,card,ANON-8559,2.48,Americano
2025-01-18,06:52,card,ANON-2070,2.03,Espresso
2025-01-18,07:29,card,ANON-7510,3.62,Latte
2025-01-18,08:20,card,ANON-2807,2.0,Espresso
2025-01-18,08:21,card,ANON-5009,3.88,Latte
2025-01-18,08:27,card,ANON-3681,3.49,Cappuccino
2025-01-18,08:37,card,ANON-4323,2.02,Espresso
2025-01-18,08:42,card,ANON-8170,2.01,Espresso
2025-01-18,09:31,card,ANON-3884,3.85,Latte
2025-01-18,11:30,card,ANON-2451,2.5,Americano
2025-01-18,11:58,card,ANON-9826,3.71,Latte
2025-01-18,14:13,card,ANON-4615,2.91,Hot Chocolate
2025-01-19,06:23,card,ANON-7262,3.77,Latte
2025-01-19,06:53,card,ANON-8648,3.86,Latte
2025-01-19,10:11,card,ANON-8909,3.92,Flat White
2025-01-19,10:30,card,ANON-1605,2.48,Americano
2025-01-19,10:33,card,ANON-6159,3.75,Latte
2025-01-19,11:10,card,ANON-4397,3.46,Cappuccino
2025-01-19,11:23,card,ANON-8991,2.49,Americano
2025-01-19,12:13,card,ANON-8142,3.86,Flat White
2025-01-19,12:53,card,ANON-4683,3.0,Hot Chocolate
2025-01-19,13:09,card,ANON-2706,2.46,Americano
2025-01-19,14:21,card,ANON-8643,3.77,Latte
2025-01-19,15:17,card,ANON-8236,3.95,Flat White
2025-01-20,06:05,cash,,2.51,Americano
2025-01-20,06:26,card,ANON-1655,2.51,Americano
2025-01-20,06:40,card,ANON-1076,3.51,Cappuccino
2025-01-20,07:36,card,ANON-8747,2.5,Americano
2025-01-20,08:42,card,ANON-6334,3.02,Hot Chocolate
2025-01-20,09:01,cash,,3.79,Latte
